Order_ID,Order_Date,Customer_ID,Product_ID,Region,Quantity,Discount,Product_Name,Category,Sub_Category,Unit_Cost,Unit_Price,Sales,Cost,Profit
O000037,2025-12-22,C0779,P0002,South,2,0.0,Pro Mobile 2,Electronics,Mobiles,16594.99,19957.15,39914.3,33189.98,6724.32
O000038,2026-05-31,C0268,P0036,North,5,0.05,Classic Storage 36,Furniture,Storage,3176.06,3834.34,18213.115,15880.3,2332.8150000000023
O000039,2025-04-02,C0397,P0070,North,2,0.02,Smart Kitchen 70,Home Appliances,Kitchen,11731.57,14191.12,27814.5952,23463.14,4351.4552
O000040,2026-05-10,C0320,P0060,South,5,0.0,Premium Sportswear 60,Sports,Sportswear,3891.8,5094.98,25474.899999999998,19459.0,6015.899999999998
O000041,2026-06-12,C0520,P0023,South,1,0.15,Plus Paper 23,Office Supplies,Paper,219.16,267.24,227.154,219.16,7.994
O000042,2025-04-18,C0449,P0047,South,2,0.0,Premium Mobile 47,Electronics,Mobiles,29477.41,37354.24,74708.48,58954.82,15753.659999999996
O000043,2026-06-06,C0777,P0046,South,1,0.1,Premium Laptop 46,Electronics,Laptops,46154.3,60065.49,54058.941,46154.3,7904.640999999996
O000044,2026-08-16,C0476,P0080,North,1,0.05,Eco Table 80,Furniture,Tables,9055.43,10418.21,9897.2995,9055.43,841.8694999999989
O000045,2026-04-01,C0898,P0044,North,6,0.0,Classic Outdoor 44,Sports,Outdoor,4467.6,6103.44,36620.64,26805.600000000002,9815.039999999997
O000046,2026-05-02,C0590,P0019,North,5,0.02,Plus Chair 19,Furniture,Chairs,6932.49,9020.15,44198.735,34662.45,9536.285000000003
O000047,2026-08-18,C0909,P0049,North,4,0.02,Premium Chair 49,Furniture,Chairs,5654.65,7165.45,28088.564,22618.6,5469.964
O000048,2026-01-24,C0240,P0088,West,4,0.0,Eco Fitnes 88,Sports,Fitness,3722.17,4438.78,17755.12,14888.68,2866.4399999999987
O000049,2025-07-31,C0258,P0058,South,1,0.15,Premium Fitnes 58,Sports,Fitness,2598.09,3134.13,2664.0105,2598.09,65.92049999999972
O000050,2026-05-30,C0708,P0091,South,1,0.1,Max Laptop 91,Electronics,Laptops,46411.29,57663.57,51897.213,46411.29,5485.9230000000025
O000051,2026-01-29,C0972,P0007,West,1,0.02,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,272.2048,242.85,29.354799999999983
O000052,2026-01-10,C0944,P0094,East,5,0.0,Max Chair 94,Furniture,Chairs,7498.54,9572.95,47864.75,37492.7,10372.050000000003
O000053,2025-06-26,C0842,P0041,East,6,0.02,Classic Cleaning 41,Home Appliances,Cleaning,733.55,998.36,5870.3568,4401.299999999999,1469.0568000000003
O000054,2026-04-17,C0643,P0078,North,2,0.05,Eco Accessorie 78,Electronics,Accessories,464.21,639.37,1214.8029999999999,928.42,286.3829999999999
O000055,2025-03-01,C0964,P0015,East,2,0.0,Pro Sportswear 15,Sports,Sportswear,1547.71,1953.74,3907.48,3095.42,812.06
O000056,2026-07-13,C0390,P0076,South,4,0.0,Eco Laptop 76,Electronics,Laptops,37038.26,47803.81,191215.24,148153.04,43062.19999999998
O000057,2025-08-11,C0343,P0053,East,1,0.1,Premium Paper 53,Office Supplies,Paper,247.0,290.88,261.79200000000003,247.0,14.79200000000003
O000058,2025-04-02,C0773,P0093,North,5,0.02,Max Accessorie 93,Electronics,Accessories,3364.84,4451.81,21813.869000000002,16824.2,4989.669000000002
O000059,2025-10-21,C0754,P0023,North,3,0.05,Plus Paper 23,Office Supplies,Paper,219.16,267.24,761.634,657.48,104.154
O000060,2025-02-01,C0387,P0077,East,3,0.02,Eco Mobile 77,Electronics,Mobiles,37687.31,43013.51,126459.7194,113061.93,13397.789400000009
O000061,2026-03-09,C0394,P0073,East,10,0.0,Smart Fitnes 73,Sports,Fitness,5360.79,7223.83,72238.3,53607.9,18630.4
O000062,2026-07-02,C0683,P0088,North,3,0.1,Eco Fitnes 88,Sports,Fitness,3722.17,4438.78,11984.706,11166.51,818.1959999999999
O000063,2026-05-30,C0659,P0094,East,4,0.1,Max Chair 94,Furniture,Chairs,7498.54,9572.95,34462.62,29994.16,4468.460000000003
O000064,2025-04-02,C0270,P0065,West,2,0.0,Smart Table 65,Furniture,Tables,11806.86,14287.54,28575.08,23613.72,4961.360000000001
O000065,2025-04-01,C0149,P0060,South,5,0.02,Premium Sportswear 60,Sports,Sportswear,3891.8,5094.98,24965.402,19459.0,5506.401999999998
O000066,2026-05-17,C0380,P0010,North,4,0.0,Pro Kitchen 10,Home Appliances,Kitchen,5771.72,7805.3,31221.2,23086.88,8134.32
O000067,2026-07-13,C0811,P0058,South,4,0.05,Premium Fitnes 58,Sports,Fitness,2598.09,3134.13,11909.694,10392.36,1517.333999999999
O000068,2025-11-01,C0028,P0047,East,2,0.02,Premium Mobile 47,Electronics,Mobiles,29477.41,37354.24,73214.31039999999,58954.82,14259.490399999988
O000069,2025-11-24,C0149,P0015,South,4,0.0,Pro Sportswear 15,Sports,Sportswear,1547.71,1953.74,7814.96,6190.84,1624.12
O000070,2025-08-06,C0420,P0009,North,3,0.05,Pro Writing 9,Office Supplies,Writing,394.86,483.13,1376.9204999999997,1184.58,192.3404999999998
O000071,2026-06-28,C0280,P0013,South,1,0.1,Pro Fitnes 13,Sports,Fitness,1307.11,1725.01,1552.509,1307.11,245.39900000000011
O000072,2026-02-15,C0182,P0023,East,2,0.0,Plus Paper 23,Office Supplies,Paper,219.16,267.24,534.48,438.32,96.16000000000003
O000073,2025-07-18,C0166,P0033,North,3,0.05,Classic Accessorie 33,Electronics,Accessories,4046.89,5294.55,15089.4675,12140.67,2948.7975000000006
O000074,2025-07-25,C0017,P0009,South,8,0.0,Pro Writing 9,Office Supplies,Writing,394.86,483.13,3865.04,3158.88,706.1599999999999
O000075,2026-06-27,C0150,P0003,North,2,0.0,Pro Accessorie 3,Electronics,Accessories,4852.77,5766.11,11532.22,9705.54,1826.6799999999985
O000076,2025-01-11,C0339,P0094,West,4,0.02,Max Chair 94,Furniture,Chairs,7498.54,9572.95,37525.964,29994.16,7531.804
O000077,2025-08-09,C0045,P0073,South,4,0.0,Smart Fitnes 73,Sports,Fitness,5360.79,7223.83,28895.32,21443.16,7452.16
O000078,2025-12-26,C0502,P0025,South,5,0.05,Plus Kitchen 25,Home Appliances,Kitchen,9538.12,13156.71,62494.37249999998,47690.600000000006,14803.772499999977
O000079,2025-04-16,C0842,P0088,East,8,0.0,Eco Fitnes 88,Sports,Fitness,3722.17,4438.78,35510.24,29777.36,5732.879999999997
O000080,2025-03-08,C0189,P0096,West,3,0.1,Max Storage 96,Furniture,Storage,4522.23,5174.56,13971.312,13566.689999999999,404.6220000000012
O000081,2026-05-18,C0651,P0071,North,3,0.0,Smart Cleaning 71,Home Appliances,Cleaning,2692.52,3233.98,9701.94,8077.5599999999995,1624.380000000001
O000082,2026-06-28,C0061,P0036,South,10,0.0,Classic Storage 36,Furniture,Storage,3176.06,3834.34,38343.4,31760.6,6582.800000000003
O000083,2026-05-23,C0294,P0089,South,1,0.02,Eco Outdoor 89,Sports,Outdoor,1036.29,1187.47,1163.7206,1036.29,127.43060000000014
O000084,2026-06-30,C0834,P0020,South,3,0.1,Plus Table 20,Furniture,Tables,6892.15,8138.34,21973.518,20676.449999999997,1297.068000000003
O000085,2025-12-25,C0033,P0081,South,2,0.02,Eco Storage 81,Furniture,Storage,3275.15,3967.74,7776.770399999999,6550.3,1226.4703999999992
O000086,2026-05-17,C0299,P0054,South,3,0.02,Premium Writing 54,Office Supplies,Writing,172.43,204.75,601.965,517.29,84.67500000000007
O000087,2025-09-16,C0415,P0100,North,6,0.1,Max Kitchen 100,Home Appliances,Kitchen,860.54,964.11,5206.194,5163.24,42.95400000000063
O000088,2026-02-27,C0624,P0090,North,2,0.0,Eco Sportswear 90,Sports,Sportswear,3174.68,3987.83,7975.66,6349.36,1626.3000000000002
O000089,2026-08-15,C0803,P0019,East,6,0.0,Plus Chair 19,Furniture,Chairs,6932.49,9020.15,54120.899999999994,41594.94,12525.959999999992
O000090,2025-06-08,C0549,P0060,South,1,0.0,Premium Sportswear 60,Sports,Sportswear,3891.8,5094.98,5094.98,3891.8,1203.1799999999994
O000091,2025-09-20,C0431,P0037,South,1,0.1,Classic Stationery 37,Office Supplies,Stationery,79.91,94.38,84.942,79.91,5.0319999999999965
O000092,2025-11-13,C0495,P0003,West,3,0.15,Pro Accessorie 3,Electronics,Accessories,4852.77,5766.11,14703.580499999998,14558.310000000001,145.2704999999969
O000093,2025-04-09,C0100,P0092,South,1,0.02,Max Mobile 92,Electronics,Mobiles,35627.15,41708.79,40874.6142,35627.15,5247.464200000002
O000094,2025-03-01,C0023,P0086,West,10,0.1,Eco Cleaning 86,Home Appliances,Cleaning,4824.87,6031.98,54287.82,48248.7,6039.120000000003
O000095,2026-05-26,C0420,P0019,North,4,0.0,Plus Chair 19,Furniture,Chairs,6932.49,9020.15,36080.6,27729.96,8350.64
O000096,2026-08-09,C0424,P0053,East,4,0.0,Premium Paper 53,Office Supplies,Paper,247.0,290.88,1163.52,988.0,175.51999999999998
O000097,2025-09-29,C0487,P0046,North,3,0.05,Premium Laptop 46,Electronics,Laptops,46154.3,60065.49,171186.6465,138462.90000000002,32723.74649999998
O000098,2025-03-05,C0730,P0080,North,3,0.05,Eco Table 80,Furniture,Tables,9055.43,10418.21,29691.898499999996,27166.29,2525.608499999995
O000099,2025-02-18,C0089,P0056,West,4,0.0,Premium Cleaning 56,Home Appliances,Cleaning,1756.12,1989.94,7959.76,7024.48,935.2800000000007
O000100,2026-06-27,C0209,P0070,East,2,0.05,Smart Kitchen 70,Home Appliances,Kitchen,11731.57,14191.12,26963.128,23463.14,3499.988000000001
O000101,2025-11-03,C0271,P0031,North,2,0.0,Classic Laptop 31,Electronics,Laptops,69933.07,80697.89,161395.78,139866.14,21529.639999999985
O000102,2025-08-07,C0933,P0053,North,1,0.02,Premium Paper 53,Office Supplies,Paper,247.0,290.88,285.06239999999997,247.0,38.06239999999997
O000103,2025-11-11,C0749,P0034,East,10,0.0,Classic Chair 34,Furniture,Chairs,6770.92,8182.94,81829.4,67709.2,14120.199999999997
O000104,2025-08-06,C0900,P0031,North,3,0.05,Classic Laptop 31,Electronics,Laptops,69933.07,80697.89,229988.98649999997,209799.21000000002,20189.77649999995
O000105,2025-11-18,C0406,P0060,North,1,0.15,Premium Sportswear 60,Sports,Sportswear,3891.8,5094.98,4330.732999999999,3891.8,438.9329999999991
O000106,2026-06-10,C0721,P0011,East,2,0.1,Pro Cleaning 11,Home Appliances,Cleaning,4777.36,5360.65,9649.17,9554.72,94.45000000000073
O000107,2026-01-17,C0278,P0100,North,1,0.0,Max Kitchen 100,Home Appliances,Kitchen,860.54,964.11,964.11,860.54,103.57000000000005
O000108,2026-03-15,C0977,P0006,West,2,0.0,Pro Storage 6,Furniture,Storage,5485.98,6595.86,13191.72,10971.96,2219.76
O000109,2025-09-04,C0206,P0027,North,5,0.0,Plus Small Appliance 27,Home Appliances,Small Appliances,4878.86,5850.57,29252.85,24394.3,4858.549999999999
O000110,2026-04-07,C0590,P0007,North,3,0.0,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,833.28,728.55,104.73000000000002
O000111,2026-02-27,C0913,P0049,North,5,0.1,Premium Chair 49,Furniture,Chairs,5654.65,7165.45,32244.525,28273.25,3971.2750000000015
O000112,2025-03-28,C0328,P0096,South,3,0.0,Max Storage 96,Furniture,Storage,4522.23,5174.56,15523.68,13566.689999999999,1956.9900000000016
O000113,2026-01-06,C0610,P0072,South,3,0.0,Smart Small Appliance 72,Home Appliances,Small Appliances,2099.0,2411.53,7234.59,6297.0,937.5900000000001
O000114,2025-06-28,C0858,P0060,East,1,0.05,Premium Sportswear 60,Sports,Sportswear,3891.8,5094.98,4840.231,3891.8,948.4309999999996
O000115,2026-05-12,C0877,P0033,North,10,0.1,Classic Accessorie 33,Electronics,Accessories,4046.89,5294.55,47650.950000000004,40468.9,7182.050000000003
O000116,2025-10-12,C0862,P0047,North,3,0.05,Premium Mobile 47,Electronics,Mobiles,29477.41,37354.24,106459.584,88432.23,18027.354000000007
O000117,2026-08-18,C0982,P0044,North,10,0.05,Classic Outdoor 44,Sports,Outdoor,4467.6,6103.44,57982.67999999999,44676.0,13306.679999999993
O000118,2025-03-09,C0336,P0079,North,2,0.15,Eco Chair 79,Furniture,Chairs,2016.15,2491.11,4234.887,4032.3,202.58699999999953
O000119,2026-04-30,C0606,P0027,East,1,0.0,Plus Small Appliance 27,Home Appliances,Small Appliances,4878.86,5850.57,5850.57,4878.86,971.71
O000120,2026-03-03,C0592,P0094,North,3,0.0,Max Chair 94,Furniture,Chairs,7498.54,9572.95,28718.850000000002,22495.62,6223.230000000003
O000121,2026-04-23,C0038,P0022,South,2,0.02,Plus Stationery 22,Office Supplies,Stationery,659.93,814.72,1596.8512,1319.86,276.99120000000016
O000122,2025-07-30,C0920,P0047,West,3,0.2,Premium Mobile 47,Electronics,Mobiles,29477.41,37354.24,89650.176,88432.23,1217.9460000000108
O000123,2025-11-20,C0228,P0093,South,1,0.02,Max Accessorie 93,Electronics,Accessories,3364.84,4451.81,4362.7738,3364.84,997.9337999999998
O000124,2026-05-08,C0483,P0048,South,1,0.05,Premium Accessorie 48,Electronics,Accessories,329.41,374.24,355.528,329.41,26.117999999999995
O000125,2025-06-12,C0134,P0030,West,4,0.02,Plus Sportswear 30,Sports,Sportswear,2685.72,3648.3,14301.336000000001,10742.88,3558.456000000002
O000126,2025-06-08,C0708,P0002,South,1,0.05,Pro Mobile 2,Electronics,Mobiles,16594.99,19957.15,18959.2925,16594.99,2364.302499999998
O000127,2025-12-24,C0978,P0015,South,3,0.0,Pro Sportswear 15,Sports,Sportswear,1547.71,1953.74,5861.22,4643.13,1218.0900000000001
O000128,2025-12-08,C0390,P0047,South,2,0.02,Premium Mobile 47,Electronics,Mobiles,29477.41,37354.24,73214.31039999999,58954.82,14259.490399999988
O000129,2025-07-14,C0794,P0027,South,10,0.1,Plus Small Appliance 27,Home Appliances,Small Appliances,4878.86,5850.57,52655.13,48788.6,3866.529999999999
O000130,2025-07-24,C0613,P0071,South,4,0.1,Smart Cleaning 71,Home Appliances,Cleaning,2692.52,3233.98,11642.328,10770.08,872.2479999999996
O000131,2025-07-11,C0987,P0027,South,4,0.15,Plus Small Appliance 27,Home Appliances,Small Appliances,4878.86,5850.57,19891.938,19515.44,376.4979999999996
O000132,2026-04-25,C0425,P0085,East,1,0.02,Eco Kitchen 85,Home Appliances,Kitchen,5800.15,7429.3,7280.714,5800.15,1480.5640000000003
O000133,2026-02-19,C0587,P0013,West,4,0.05,Pro Fitnes 13,Sports,Fitness,1307.11,1725.01,6555.038,5228.44,1326.598
O000134,2026-05-27,C0806,P0055,South,1,0.0,Premium Kitchen 55,Home Appliances,Kitchen,1781.02,2036.38,2036.38,1781.02,255.36000000000013
O000135,2026-08-08,C0510,P0017,North,2,0.0,Plus Mobile 17,Electronics,Mobiles,22329.82,30143.75,60287.5,44659.64,15627.86
O000136,2025-11-09,C0720,P0075,South,2,0.05,Smart Sportswear 75,Sports,Sportswear,2909.68,3338.72,6343.567999999999,5819.36,524.2079999999996
O000137,2025-02-18,C0595,P0059,South,5,0.05,Premium Outdoor 59,Sports,Outdoor,4077.94,5490.39,26079.3525,20389.7,5689.6525
O000138,2025-02-05,C0427,P0010,West,5,0.1,Pro Kitchen 10,Home Appliances,Kitchen,5771.72,7805.3,35123.85,28858.600000000002,6265.249999999996
O000139,2025-07-23,C0949,P0033,North,2,0.0,Classic Accessorie 33,Electronics,Accessories,4046.89,5294.55,10589.1,8093.78,2495.3200000000006
O000140,2026-07-18,C0655,P0078,East,1,0.15,Eco Accessorie 78,Electronics,Accessories,464.21,639.37,543.4645,464.21,79.25450000000006
O000141,2025-12-08,C0474,P0037,East,1,0.05,Classic Stationery 37,Office Supplies,Stationery,79.91,94.38,89.66099999999999,79.91,9.75099999999999
O000142,2025-07-08,C0568,P0008,East,2,0.15,Pro Paper 8,Office Supplies,Paper,383.34,433.63,737.1709999999999,766.68,-29.509000000000015
O000143,2025-09-25,C0361,P0033,North,2,0.1,Classic Accessorie 33,Electronics,Accessories,4046.89,5294.55,9530.19,8093.78,1436.4100000000008
O000144,2026-01-20,C0952,P0007,East,2,0.0,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,555.52,485.7,69.82
O000145,2026-02-20,C0799,P0034,South,3,0.2,Classic Chair 34,Furniture,Chairs,6770.92,8182.94,19639.056,20312.760000000002,-673.7040000000015
O000146,2025-04-20,C0211,P0071,East,3,0.15,Smart Cleaning 71,Home Appliances,Cleaning,2692.52,3233.98,8246.649,8077.5599999999995,169.08899999999994
O000147,2026-08-09,C0953,P0007,South,5,0.1,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,1249.92,1214.25,35.67000000000007
O000148,2025-12-21,C0179,P0041,South,2,0.02,Classic Cleaning 41,Home Appliances,Cleaning,733.55,998.36,1956.7856,1467.1,489.6856
O000149,2025-04-08,C0920,P0100,West,1,0.15,Max Kitchen 100,Home Appliances,Kitchen,860.54,964.11,819.4935,860.54,-41.046499999999924
O000150,2026-06-28,C0058,P0055,South,8,0.05,Premium Kitchen 55,Home Appliances,Kitchen,1781.02,2036.38,15476.488,14248.16,1228.3279999999995
O000151,2025-02-24,C0073,P0007,North,2,0.0,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,555.52,485.7,69.82
O000152,2026-07-05,C0215,P0084,South,10,0.0,Eco Writing 84,Office Supplies,Writing,388.64,479.17,4791.7,3886.3999999999996,905.3000000000002
O000153,2026-08-19,C0900,P0018,North,5,0.02,Plus Accessorie 18,Electronics,Accessories,2929.21,3911.69,19167.281,14646.05,4521.231
O000154,2026-03-18,C0778,P0043,North,2,0.1,Classic Fitnes 43,Sports,Fitness,572.65,769.11,1384.3980000000001,1145.3,239.09800000000018
O000155,2026-04-24,C0959,P0078,South,1,0.02,Eco Accessorie 78,Electronics,Accessories,464.21,639.37,626.5826,464.21,162.37259999999998
O000156,2025-08-18,C0073,P0040,North,8,0.05,Classic Kitchen 40,Home Appliances,Kitchen,3934.8,4691.1,35652.36,31478.4,4173.959999999999
O000157,2026-07-22,C0467,P0053,North,4,0.1,Premium Paper 53,Office Supplies,Paper,247.0,290.88,1047.1680000000001,988.0,59.16800000000012
O000158,2025-12-12,C0271,P0014,North,1,0.0,Pro Outdoor 14,Sports,Outdoor,3152.72,3886.61,3886.61,3152.72,733.8900000000003
O000159,2026-04-04,C0499,P0021,East,3,0.02,Plus Storage 21,Furniture,Storage,3714.31,4987.83,14664.2202,11142.93,3521.2901999999995
O000160,2026-07-13,C0354,P0057,East,2,0.1,Premium Small Appliance 57,Home Appliances,Small Appliances,6638.11,7930.58,14275.044,13276.22,998.8240000000005
O000161,2026-08-08,C0234,P0091,North,1,0.05,Max Laptop 91,Electronics,Laptops,46411.29,57663.57,54780.3915,46411.29,8369.101499999997
O000162,2026-05-28,C0319,P0046,South,1,0.0,Premium Laptop 46,Electronics,Laptops,46154.3,60065.49,60065.49,46154.3,13911.189999999995
O000163,2025-07-28,C0019,P0026,South,2,0.1,Plus Cleaning 26,Home Appliances,Cleaning,1742.36,2159.67,3887.4060000000004,3484.72,402.6860000000006
O000164,2026-08-04,C0625,P0091,South,1,0.05,Max Laptop 91,Electronics,Laptops,46411.29,57663.57,54780.3915,46411.29,8369.101499999997
O000165,2026-02-06,C0575,P0024,East,4,0.0,Plus Writing 24,Office Supplies,Writing,317.28,392.84,1571.36,1269.12,302.24
O000166,2026-07-17,C0372,P0005,South,3,0.15,Pro Table 5,Furniture,Tables,3602.57,4470.07,11398.678499999998,10807.710000000001,590.9684999999972
O000167,2026-03-04,C0184,P0042,North,3,0.0,Classic Small Appliance 42,Home Appliances,Small Appliances,2923.28,3593.3,10779.900000000001,8769.84,2010.0600000000013
O000168,2025-07-30,C0277,P0092,North,3,0.05,Max Mobile 92,Electronics,Mobiles,35627.15,41708.79,118870.05149999999,106881.45000000001,11988.601499999975
O000169,2025-09-08,C0674,P0043,South,1,0.0,Classic Fitnes 43,Sports,Fitness,572.65,769.11,769.11,572.65,196.46000000000004
O000170,2025-12-24,C0755,P0032,West,1,0.0,Classic Mobile 32,Electronics,Mobiles,39140.16,48337.53,48337.53,39140.16,9197.369999999995
O000171,2026-05-05,C0145,P0088,North,2,0.02,Eco Fitnes 88,Sports,Fitness,3722.17,4438.78,8700.0088,7444.34,1255.6687999999995
O000172,2025-08-06,C0658,P0006,North,2,0.1,Pro Storage 6,Furniture,Storage,5485.98,6595.86,11872.547999999999,10971.96,900.5879999999997
O000173,2026-01-10,C0081,P0074,East,3,0.1,Smart Outdoor 74,Sports,Outdoor,4805.97,5559.01,15009.327,14417.91,591.4169999999995
O000174,2025-08-23,C0322,P0067,West,3,0.0,Smart Stationery 67,Office Supplies,Stationery,153.61,205.09,615.27,460.83000000000004,154.43999999999994
O000175,2026-05-18,C0435,P0007,North,2,0.1,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,499.968,485.7,14.268000000000029
O000176,2025-11-05,C0833,P0029,West,1,0.0,Plus Outdoor 29,Sports,Outdoor,5356.58,6584.1,6584.1,5356.58,1227.5200000000004
O000177,2025-02-25,C0043,P0034,North,2,0.02,Classic Chair 34,Furniture,Chairs,6770.92,8182.94,16038.562399999999,13541.84,2496.7223999999987
O000178,2025-04-29,C0313,P0007,East,2,0.0,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,555.52,485.7,69.82
O000179,2025-02-14,C0906,P0081,North,2,0.05,Eco Storage 81,Furniture,Storage,3275.15,3967.74,7538.705999999999,6550.3,988.405999999999
O000180,2025-11-24,C0293,P0077,West,2,0.05,Eco Mobile 77,Electronics,Mobiles,37687.31,43013.51,81725.669,75374.62,6351.048999999999
O000181,2025-03-18,C0688,P0058,West,3,0.05,Premium Fitnes 58,Sports,Fitness,2598.09,3134.13,8932.270499999999,7794.27,1138.0004999999983
O000182,2025-03-24,C0888,P0085,East,1,0.05,Eco Kitchen 85,Home Appliances,Kitchen,5800.15,7429.3,7057.835,5800.15,1257.6850000000004
